WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,ra,dec,_RA.icrs,_DE.icrs,frame_hash
00116+5628,STI1293,,1917,2015,5,3,13.5,13.6,11.5,12.49,,,,00 11 30.21,+56 28 51.4,00 11 30.21,+56 28 51.4,4948541890299952142
00116+5558,STF   7,,1831,2018,217,210,1.3,1.3,7.99,8.46,+55   15,,,00 11 38.91,+55 57 40.9,00 11 38.91,+55 57 40.9,-8405454265445621164
00116-0210,RST4141,,1939,2018,355,7,0.6,0.8,10.71,10.86,-02   15,,,00 11 38.30,-02 09 05.1,00 11 38.30,-02 09 05.1,5311258492075570931
00116-0305,STF   8,,1821,2020,289,292,9.0,8.0,7.84,9.26,-03   14,N,,00 11 35.21,-03 04 40.9,00 11 35.21,-03 04 40.9,7413595233378087641
00116-1749,B  2512,,1932,2016,21,22,1.1,0.9,11.9,12.6,,,,00 11 31.69,-17 48 26.1,00 11 31.69,-17 48 26.1,-3150395469151752439
00116-2748,LDS2099,,1954,2010,292,289,45.5,44.2,5.41,21.0,-28   26,N,,00 11 34.42,-27 47 59.2,00 11 34.42,-27 47 59.2,8899916543394043890
00116-5855,KPP2836,,1999,2016,327,327,11.9,12.0,8.97,17.93,,T,,00 11 33.08,-58 54 35.4,00 11 33.08,-58 54 35.4,-4982888361399050674
00116-8031,TDS1337,,1991,2016,36,35,0.7,1.1,11.58,12.03,-81    3,,,00 11 35.68,-80 31 16.8,00 11 35.68,-80 31 16.8,2902283556963062837
00117+6145,TDS1338,,1991,2007,105,111,0.4,0.5,9.88,10.21,+60    4,,,00 11 39.34,+61 45 00.9,00 11 39.34,+61 45 00.9,6715555425659632284
00117+0412,HDO   3,,1906,2015,109,111,25.0,23.4,9.97,13.8,+03   18,,,00 11 44.21,+04 12 26.6,00 11 44.21,+04 12 26.6,9162792206099494817
00117+0323,FMR  29,,1951,2016,9,9,6.9,6.8,16.5,16.5,,NV,,00 11 41.93,+03 23 10.9,00 11 41.93,+03 23 10.9,1306922057333768229
00117-0942,HDS  26,,1991,2021,84,76,0.6,0.7,8.7,11.84,-10   16,,,00 11 40.76,-09 42 10.0,00 11 40.76,-09 42 10.0,1019437024213510033
00117-3607,KPP2666,,2015,2016,162,162,2.0,2.0,15.03,17.44,,T,,00 11 41.46,-36 06 57.0,00 11 41.46,-36 06 57.0,1447955974915095323
00117-3914,TOK 942,,2023,2023,289,289,0.6,0.6,9.6,13.8,-39   31,R,,00 11 41.65,-39 13 47.8,00 11 41.65,-39 13 47.8,-7183748485050889164
00118+6608,STT   1,,1846,2021,207,213,1.4,1.6,7.45,9.47,+65   13,T,,00 11 50.44,+66 07 34.8,00 11 50.44,+66 07 34.8,8177220700011996395
00118+5822,STI1295,,1911,2016,75,58,2.2,3.1,12.6,13.2,,,,00 11 45.86,+58 22 38.9,00 11 45.86,+58 22 38.9,-1231353101392289526
00118+5429,HEI 417,AB,1984,2015,62,59,4.7,4.3,11.5,13.5,,,,00 11 48.54,+54 28 49.7,00 11 48.54,+54 28 49.7,-8544819026946369098
00118+5429,HEI 417,AC,1984,2015,33,31,8.6,8.5,11.5,11.5,,,,00 11 48.54,+54 28 49.7,00 11 48.54,+54 28 49.7,-1382755716937031152
00118+5140,HJ 1005,,1828,2015,280,282,7.0,13.9,11.95,12.14,,L,,00 11 51.82,+51 40 20.1,00 11 51.82,+51 40 20.1,-8342477113401014867
00118+4343,UC  333,,1998,2015,202,203,84.8,83.3,15.9,16.5,,V,,00 11 47.46,+43 42 45.4,00 11 47.46,+43 42 45.4,4202365176683843789
00118+3919,LDS3138,,1960,2017,270,270,45.0,45.7,12.86,14.39,,V,,00 11 50.18,+39 19 36.5,00 11 50.18,+39 19 36.5,-4150117124142865482
00118+3855,ALI 717,,1928,2015,334,342,8.7,7.8,13.4,13.4,,,,00 11 47.41,+38 55 48.4,00 11 47.41,+38 55 48.4,3904943734256559654
00118+3608,BU 1340,,1903,2016,235,232,4.6,5.0,10.1,12.8,+35   21,,,00 11 56.48,+36 08 55.2,00 11 56.48,+36 08 55.2,-3268577861365719407
00118+2825,BU  255,,1875,2020,99,64,0.4,0.4,7.88,8.97,+27   12,O,,00 11 50.13,+28 25 24.0,00 11 50.13,+28 25 24.0,-4547788747242474048
00118+1952,HJ 1943,AB,1830,2018,237,237,10.0,12.2,10.03,11.5,+19   15,,,00 11 47.41,+19 51 25.0,00 11 47.41,+19 51 25.0,1887232839730953697
00118+1952,HJ 1943,AC,1912,2018,50,48,14.0,15.3,10.03,13.7,,U,,00 11 47.41,+19 51 25.0,00 11 47.41,+19 51 25.0,6289364914150408527
00118+1952,HJ 1943,AD,1912,2018,248,248,56.0,55.6,10.03,13.89,,U,,00 11 47.41,+19 51 25.0,00 11 47.41,+19 51 25.0,-2345818452597876098
00118-2547,KPP  51,,1998,2016,279,278,3.7,3.8,13.7,15.3,,V,,00 11 46.36,-25 47 29.5,00 11 46.36,-25 47 29.5,-2730058821593266770
00118-3603,UC  334,,1998,2015,155,155,65.6,65.7,15.9,16.0,,V R,,00 11 47.89,-36 02 42.9,00 11 47.89,-36 02 42.9,9137177915094020370
00119+7855,TDS1339,,1991,1991,290,290,0.5,0.5,10.9,11.06,,X,,00 11 56.26,+78 54 52.0,00 11 56.26,+78 54 52.0,-7444621950976751127
00119+6621,HJL   1,,1894,2016,351,350,30.9,31.0,10.1,11.01,+65   14,V,,00 11 54.91,+66 21 09.7,00 11 54.91,+66 21 09.7,-7541850284716633150
00119+3850,FMR 176,,1998,2016,331,331,5.9,5.9,14.2,15.6,,V,,00 11 51.45,+38 50 28.8,00 11 51.45,+38 50 28.8,-3969513453839162078
00119+2531,POU   8,,1891,2016,287,278,18.4,22.3,11.31,13.03,,,,00 11 49.18,+25 31 08.3,00 11 49.18,+25 31 08.3,-1294406502147206462
00119+2524,KPP   2,,1992,2016,52,56,6.5,5.3,19.6,20.1,,V,,00 11 54.93,+25 23 31.9,00 11 54.93,+25 23 31.9,-7864436103354957624
00119-1212,BRT2621,,1901,2016,247,247,3.0,3.2,11.36,12.07,-13   19,,,00 11 51.94,-12 11 38.6,00 11 51.94,-12 11 38.6,-3715367487452473975
00119-3533,GKM9003,"Aa,Ab",2022,2023,125,137,0.1,0.1,9.3,11.2,,WR,,00 11 50.97,-35 32 49.1,00 11 50.97,-35 32 49.1,-1814427968538453554
00119-7529,JSP   2,,1893,2016,289,295,4.8,4.9,7.69,11.49,-76   11,,,00 11 55.38,-75 28 36.6,00 11 55.38,-75 28 36.6,1596322833832080182
00120+5756,STI1296,,1911,2015,270,278,10.5,9.9,10.38,13.4,,,,00 11 56.70,+57 56 17.5,00 11 56.70,+57 56 17.5,-5198255640058505495
00120-1600,ARA   8,,1916,2016,136,133,10.7,10.7,11.5,12.1,,,,00 12 02.66,-15 59 46.3,00 12 02.66,-15 59 46.3,1217203469157908255
00120-2013,CVR 306,,1998,2016,137,137,20.7,20.6,17.8,19.0,,V R,,00 11 56.85,-20 12 20.2,00 11 56.85,-20 12 20.2,-8497559073013511261
00121+6826,MLR 281,,1971,2016,229,219,0.8,1.1,9.0,12.4,+67    5,,,00 12 04.19,+68 25 31.0,00 12 04.19,+68 25 31.0,8000001308879361688
00121+6639,TOI1624,,2015,2016,312,312,21.0,21.0,10.6,19.7,,,,00 12 05.18,+66 39 02.0,00 12 05.18,+66 39 02.0,2359041699367513748
00121+5337,BU 1026,AB,1888,2021,330,324,0.5,0.3,7.25,8.46,,NO,,00 12 08.05,+53 37 26.1,00 12 08.05,+53 37 26.1,-4363204472915486538
00121+5337,CHR   1,AC,1982,2001,0,298,0.4,0.3,7.25,,+52   19,N,,00 12 08.05,+53 37 26.1,00 12 08.05,+53 37 26.1,-6566419265308427132
00121+4704,FMR 177,,1953,2015,289,290,9.7,9.6,14.8,18.3,,V,,00 12 06.75,+47 04 10.3,00 12 06.75,+47 04 10.3,9000626378553693502
00121+3328,COU 649,AB,1971,2016,347,351,0.6,0.6,11.25,10.9,+32   14,,,00 12 07.71,+33 30 09.3,00 12 07.71,+33 30 09.3,-6292377908831242304
00121+3328,COU 649,AC,1894,2015,269,272,24.9,26.5,11.25,12.11,,U,,00 12 07.71,+33 30 09.3,00 12 07.71,+33 30 09.3,-8368379509641097896
00121+3327,GII  13,,1954,2015,61,59,8.2,8.2,12.5,13.9,,NV,,00 12 04.41,+33 27 13.6,00 12 04.41,+33 27 13.6,1175835101218214471
00121+1137,KPP3128,,2008,2016,227,227,3.0,3.2,12.28,16.22,,T,,00 12 03.58,+11 36 43.4,00 12 03.58,+11 36 43.4,2412325845780087615
00121+0203,CVR 307,,1998,2016,78,78,22.8,22.8,15.0,18.5,,V R,,00 12 02.77,+02 03 02.0,00 12 02.77,+02 03 02.0,7748593312074830398
00121-4028,LDS   2,,1964,2016,289,288,12.1,12.7,14.0,14.7,,,,00 12 01.56,-40 28 41.4,00 12 01.56,-40 28 41.4,5979647168893481398
00121-5832,RST4739,,1942,2023,283,240,0.3,0.2,8.44,8.61,-59   10,O,,00 12 05.19,-58 31 29.3,00 12 05.19,-58 31 29.3,568338706065331357
00122+5424,HEI 418,,1984,2015,35,37,3.3,3.2,10.5,11.0,,,,00 12 11.87,+54 24 20.6,00 12 11.87,+54 24 20.6,1406874956651095378
00122+4647,A   802,,1904,2016,338,134,0.2,0.1,9.7,10.35,+45   23,NO,,00 12 10.31,+46 46 29.7,00 12 10.31,+46 46 29.7,-7176546637211846728
00122+2936,CBL 563,,1997,2016,151,151,12.5,12.5,12.2,16.2,,V,,00 12 09.10,+29 35 45.2,00 12 09.10,+29 35 45.2,-7430080501770004155
00122+1720,J   182,,1910,2016,34,37,3.7,4.4,10.49,13.2,+16    9,,,00 12 08.05,+17 19 40.8,00 12 08.05,+17 19 40.8,-7253463948773188969
00122-0854,KPP 596,,1999,2015,133,133,5.5,5.5,13.2,13.4,,V,,00 12 14.24,-08 53 46.3,00 12 14.24,-08 53 46.3,-6668063270257184507
00122-7733,TDS1340,,1991,1991,5,5,1.0,1.0,11.83,12.04,,X,,00 12 10.12,-77 33 13.2,00 12 10.12,-77 33 13.2,-7893719752817732019
00123+6143,KPP4410,,2012,2016,276,280,2.0,2.0,14.4,14.5,,T,,00 12 18.41,+61 42 41.5,00 12 18.41,+61 42 41.5,-6652310385824313529
00123+5702,NSN 503,,2015,2016,190,190,1.5,1.5,17.43,17.0,,T,,00 12 18.74,+57 01 41.2,00 12 18.74,+57 01 41.2,-4916405938342379118
00123-2416,VOU  22,,1933,1991,231,215,0.8,0.7,10.92,11.24,-24   39,,,00 12 15.31,-24 16 02.8,00 12 15.31,-24 16 02.8,-6589055022475459213
00123-2502,LDS2100,,1952,2016,103,102,56.7,60.0,16.2,18.3,,U,,00 12 14.46,-25 00 46.1,00 12 14.46,-25 00 46.1,8714701940598519507
00123-2729,LDS2101,,1954,2017,64,57,5.0,1.9,16.0,19.8,,X,!,00 12 18.00,-27 29 00.0,00 12 18.00,-27 29 00.0,4295365142871112540
00123-3128,PRO   1,,1910,2015,180,178,14.9,16.7,9.79,11.59,-32   41,,,00 12 20.24,-31 27 59.3,00 12 20.24,-31 27 59.3,-1832730289446999487
00124+8312,HJ 1942,,1831,2015,340,326,18.0,25.5,8.92,12.7,+82    2,,,00 12 26.99,+83 11 44.0,00 12 26.99,+83 11 44.0,-6789746181237238274
00124+4558,HDS  27,AB,1991,2014,91,132,0.1,0.2,8.66,9.89,+45   24,X,,00 12 26.38,+45 57 34.6,00 12 26.38,+45 57 34.6,-4935057701044185859
00124+4558,HDS  27,AC,2014,2014,121,121,2.0,2.0,8.66,,,,,00 12 26.38,+45 57 34.6,00 12 26.38,+45 57 34.6,3803509119321298052
00124-2039,ARA1250,,1923,2016,75,39,5.9,4.4,12.0,13.7,,U,,00 12 22.44,-20 39 09.1,00 12 22.44,-20 39 09.1,-3163253217732192386
00124-2113,LDS2102,,1952,2016,324,323,30.0,30.9,11.18,18.0,,,,00 12 20.97,-21 12 05.8,00 12 20.97,-21 12 05.8,3663773008633681632
00124-3523,NSN  41,,2015,2016,51,51,1.0,1.0,17.28,18.48,,T,,00 12 26.69,-35 22 58.5,00 12 26.69,-35 22 58.5,2339959769376830288
00125+7824,LOC 125,,2000,2016,126,126,26.1,26.0,17.4,18.1,,T,,00 12 28.28,+78 24 00.0,00 12 28.28,+78 24 00.0,-4665034567292533424
00125+5415,TDS1341,,2016,2016,307,307,1.3,1.3,11.2,15.2,,,,00 12 27.80,+54 15 07.5,00 12 27.80,+54 15 07.5,-3998155875711538774
00125+4625,D     1,,1875,2024,74,74,13.0,13.8,9.66,10.35,+45   32,,,00 13 28.96,+46 25 01.8,00 13 28.96,+46 25 01.8,-3223431381829750831
00125-0534,GIC9002,,2015,2015,109,109,1.3,1.3,16.7,17.0,,,,00 12 32.18,-05 33 32.1,00 12 32.18,-05 33 32.1,-4543162735923807449
00125-3219,B  1023,,1928,2023,97,162,0.4,0.4,9.51,10.86,-33   42,O,,00 12 30.94,-32 19 15.0,00 12 30.94,-32 19 15.0,-7390252219548932657
00126+5455,STI1297,,1983,2015,33,33,12.6,12.4,11.05,11.85,,,,00 12 32.66,+54 55 03.1,00 12 32.66,+54 55 03.1,-3608111565477598753
00126+5443,HEI 419,,1984,2015,208,210,3.0,3.7,13.5,13.7,,,,00 12 34.85,+54 43 07.6,00 12 34.85,+54 43 07.6,-241193782868278866
00126+4442,HDS  28,,1991,2016,29,38,0.8,0.8,6.64,9.72,+43   20,,,00 12 34.16,+44 42 25.9,00 12 34.16,+44 42 25.9,8203568793683488247
00126+4419,LSC   5,,2014,2019,315,314,0.6,0.6,7.0,11.9,+43   22,,,00 12 35.81,+44 18 58.7,00 12 35.81,+44 18 58.7,-4206072139939241710
00126+3325,COU 650,,1971,2016,51,50,1.3,1.2,11.1,13.1,+32   15,,,00 12 35.84,+33 25 43.8,00 12 35.84,+33 25 43.8,2167288116823850245
00126+2143,BAG  19,"Aa,Ab",2001,2013,65,39,0.5,0.5,11.67,,,N,,00 12 33.52,+21 42 48.1,00 12 33.52,+21 42 48.1,8986371325354803793
00126+2143,LDS 861,AB,1936,2016,152,153,29.0,28.7,11.67,13.33,,NV,,00 12 33.52,+21 42 48.1,00 12 33.52,+21 42 48.1,-1006873671587518620
00126+1118,BPM   4,,1949,2015,253,254,79.1,79.0,14.88,15.55,,NV,,00 12 34.14,+11 18 00.4,00 12 34.14,+11 18 00.4,-5804477098250056847
00126-0423,GWP  28,,1954,2016,56,56,10.2,11.4,12.0,15.7,,V,,00 12 36.51,-04 23 18.6,00 12 36.51,-04 23 18.6,-2033944772201091205
00126-1142,RST3343,,1938,2021,135,269,0.3,0.3,8.98,8.98,-12   14,O,,00 12 33.15,-11 41 34.7,00 12 33.15,-11 41 34.7,5490907484904978055
00127+6641,TDS1342,,1991,2016,81,70,0.4,1.2,10.84,11.04,+65   18,,,00 12 43.91,+66 41 10.0,00 12 43.91,+66 41 10.0,8431042109853752252
00127+6147,TDS1343,,1991,1991,315,315,0.5,0.5,11.09,11.43,,X,,00 12 43.14,+61 47 05.7,00 12 43.14,+61 47 05.7,-8036312091338696358
00127+5801,STI1299,AB,1911,2015,313,320,12.6,12.6,11.7,12.6,,,,00 12 42.34,+58 01 27.3,00 12 42.34,+58 01 27.3,-5382773748477171763
00127+5801,STI1299,BC,2000,2015,313,312,7.3,7.4,12.6,14.3,,,,00 12 41.29,+58 01 36.8,00 12 41.29,+58 01 36.8,-5913445327185343169
00127+5603,STI1298,,1917,2015,115,112,14.9,16.8,13.3,13.3,,,,00 12 36.15,+56 03 34.1,00 12 36.15,+56 03 34.1,2514356014344874344
00127+0459,OCC 774,,1990,1990,-1,-1,0.1,0.1,10.0,10.0,+04   16,,,00 12 44.98,+04 58 31.1,00 12 44.98,+04 58 31.1,8915959292901526958
00127-1251,LDS5264,,1960,2016,309,308,27.0,27.1,12.6,14.12,,,,00 12 43.50,-12 51 25.0,00 12 43.50,-12 51 25.0,-5740833703150131119
00127-2707,BRT2841,,1912,2015,347,281,4.0,30.3,12.81,12.89,-27   35,X B,,00 12 36.71,-27 06 39.1,00 12 36.71,-27 06 39.1,5550345035786260710
00128+6149,DAM 622,,1999,2018,48,47,6.9,7.0,11.2,14.0,,V,,00 12 49.58,+61 48 30.2,00 12 49.58,+61 48 30.2,8324862889873148575
00128+0523,HDO   4,,1868,2015,180,174,15.0,41.5,11.16,13.6,+04   17,,,00 12 49.75,+05 23 24.0,00 12 49.75,+05 23 24.0,-6744442583064296155
00128-3329,CBL 564,,1998,2015,359,358,19.1,19.1,14.9,16.8,,V,,00 12 47.81,-33 29 28.3,00 12 47.81,-33 29 28.3,8164404088613772112
00129+6150,ES 1865,AB,1913,2018,122,122,25.9,23.9,9.77,10.98,+61   14,,,00 12 56.01,+61 50 31.5,00 12 56.01,+61 50 31.5,-5290610003575150338
00129+6150,ES 1865,AD,1971,2018,74,77,37.7,37.3,9.77,13.05,,,,00 12 56.01,+61 50 31.5,00 12 56.01,+61 50 31.5,1823147890433645149
00129+6150,FYM 204,AE,1999,2018,331,330,33.0,33.5,9.77,13.6,,,,00 12 56.01,+61 50 31.5,00 12 56.01,+61 50 31.5,-6893444077488765415
00129+6150,ES 1865,BC,1913,2015,172,179,3.0,3.6,10.5,10.6,,,,00 12 58.90,+61 50 18.9,00 12 58.90,+61 50 18.9,2853317836706700963
00129+5654,STI1300,,1911,2016,342,349,9.2,10.0,11.57,11.64,,,,00 12 55.17,+56 54 11.9,00 12 55.17,+56 54 11.9,2089010509101146944
00129+1416,GRV  14,,1921,2016,177,177,36.6,36.6,12.01,13.46,,,,00 12 55.59,+14 16 53.1,00 12 55.59,+14 16 53.1,6343498578192178096
00130+8235,LOC 128,,2000,2016,319,319,25.1,24.6,12.9,15.3,,T,,00 13 01.49,+82 34 35.8,00 13 01.49,+82 34 35.8,5212999526881860958
00130+4806,TDS1344,,1991,2019,104,104,0.5,0.7,11.35,11.61,,,,00 13 00.27,+48 06 23.7,00 13 00.27,+48 06 23.7,-7598326879900147024
00130+0257,A  2001,,1909,2011,150,150,0.3,0.3,9.3,9.7,+02   16,N,,00 13 00.45,+02 56 58.8,00 13 00.45,+02 56 58.8,-8429823332042089546
00131+5550,TDS   6,,1991,1991,111,111,0.9,0.9,11.03,12.36,,X,,00 13 05.20,+55 49 37.4,00 13 05.20,+55 49 37.4,-688578443106969298
00131+5130,CBL 565,,1998,2016,1,1,5.9,5.9,14.7,16.8,,V,,00 13 08.02,+51 29 47.9,00 13 08.02,+51 29 47.9,-6937675933390075421
00131+5112,KPP3129,,1953,2016,102,99,12.7,13.3,18.0,19.65,,T,,00 13 03.63,+51 11 41.9,00 13 03.63,+51 11 41.9,6435497282818313093
00131+4059,COU1201,,1975,2016,170,171,1.6,1.9,10.76,12.0,+40   24,T,,00 13 07.39,+40 59 45.8,00 13 07.39,+40 59 45.8,921750970593955586
00131+3521,BU  864,,1880,2016,139,141,1.6,2.4,9.38,12.8,+34   12,,,00 13 03.92,+35 20 31.1,00 13 03.92,+35 20 31.1,2838375850918729210
00131-4128,WIS   4,,1999,2015,209,208,144.6,144.7,15.3,16.2,,V R,,00 13 03.04,-41 27 35.5,00 13 03.04,-41 27 35.5,-5932565846235324526
00131-7950,UC  335,,1998,2016,305,304,10.7,10.6,12.4,16.0,,V R,,00 13 04.17,-79 50 26.9,00 13 04.17,-79 50 26.9,-1515590493946344772
00132+5716,STI1302,AB,1911,2015,85,62,9.0,10.3,13.3,13.3,,,,00 13 13.53,+57 16 09.5,00 13 13.53,+57 16 09.5,9075025775002980012
00132+5716,BKO   2,AC,1998,2015,153,153,17.7,17.6,13.3,12.0,,,,00 13 13.53,+57 16 09.5,00 13 13.53,+57 16 09.5,409888119848725492
00132+4723,TDS1345,,1991,2021,295,294,5.5,6.0,11.38,12.25,,,,00 13 10.80,+47 23 07.2,00 13 10.80,+47 23 07.2,4234970184230588678
00132+3714,TDS1346,,1991,2019,171,170,1.6,1.6,12.19,12.83,,,,00 13 12.08,+37 13 45.1,00 13 12.08,+37 13 45.1,8305741257097319353
00132+2402,POU   9,,1898,2021,61,59,5.8,6.1,13.7,13.8,,,,00 13 10.35,+24 02 30.1,00 13 10.35,+24 02 30.1,3777865469844688071
00132+2023,HDS  29,,1991,2016,181,163,0.4,0.8,10.76,12.24,+19   20,O,,00 13 09.03,+20 22 56.7,00 13 09.03,+20 22 56.7,2637357662979766061
00132+2002,UC  336,,1998,2015,106,106,19.8,19.8,15.2,15.3,,V R,,00 13 09.92,+20 01 36.2,00 13 09.92,+20 01 36.2,2353988478430650582
00132+1511,BUP   3,AB,1835,2013,300,286,181.0,164.1,2.8,12.66,+14   14,N,,00 13 14.15,+15 11 01.0,00 13 14.15,+15 11 01.0,6499227915466060481
00132+1511,BUP   3,BC,1879,2015,199,195,21.0,20.1,12.66,13.3,,N,,00 13 03.23,+15 11 43.6,00 13 03.23,+15 11 43.6,-8984820734802578755
00132+1144,HDS  30,,1991,2012,252,261,0.3,0.3,10.48,11.68,+10   16,,,00 13 11.70,+11 43 34.9,00 13 11.70,+11 43 34.9,-4008542029507969927
00132+0823,PLQ   4,,1891,2016,156,159,10.4,10.5,10.12,13.5,+07   17,,,00 13 14.36,+08 22 43.3,00 13 14.36,+08 22 43.3,4250561602685548372
00132+0608,CVR1030,,2000,2016,139,138,3.4,3.4,18.0,18.5,,R,,00 13 14.72,+06 08 29.7,00 13 14.72,+06 08 29.7,-1953412637297683188
00132+0536,PLQ   3,AB,1910,2015,202,202,48.2,47.0,13.69,14.57,,N,,00 13 12.35,+05 36 23.7,00 13 12.35,+05 36 23.7,4484262654101480974
00132+0536,SKF 211,AC,1998,2015,229,228,62.0,65.4,13.69,10.87,,N,,00 13 12.35,+05 36 23.7,00 13 12.35,+05 36 23.7,4014860275638439050
00132+0536,SKF 211,CD,1998,2015,49,47,5.1,5.3,10.6,15.5,,N,,00 13 09.20,+05 35 43.0,00 13 09.20,+05 35 43.0,-6070283757216398050
00132-1711,HJ 1944,,1830,2015,346,335,60.0,66.4,7.69,9.03,-17   17,N,,00 13 13.66,-17 11 04.9,00 13 13.66,-17 11 04.9,-419121998019221902
00132-2134,LDS2103,,1952,2015,95,96,14.0,14.5,17.6,20.5,,,,00 13 05.36,-21 33 20.4,00 13 05.36,-21 33 20.4,-2628383062113410336
00132-3021,HDS  31,,1977,2015,213,220,12.0,11.9,10.6,13.65,-31   59,,,00 13 11.97,-30 20 59.5,00 13 11.97,-30 20 59.5,4864014963129660756
00132-3942,RST1181,,1931,2016,221,216,0.7,0.8,11.36,11.62,-40   32,,,00 13 11.67,-39 42 21.6,00 13 11.67,-39 42 21.6,-7184214768432475034
00132-5219,LDS   3,,1975,2015,165,165,269.9,269.1,11.75,13.64,,,,00 13 12.32,-52 18 11.0,00 13 12.32,-52 18 11.0,-7573695195910053760
00132-6356,UC  337,,1998,2015,42,43,51.3,50.8,13.6,16.5,,V,,00 13 13.70,-63 56 02.3,00 13 13.70,-63 56 02.3,4176358140583511459
00133+6919,KUI   1,AB,1935,2016,319,278,0.7,0.7,13.31,13.36,,N,,00 13 14.64,+69 19 39.3,00 13 14.64,+69 19 39.3,1735947145756522338
00133+6919,JNN 248,BC,2012,2012,89,89,0.9,0.8,12.6,14.0,,N,,00 13 15.85,+69 19 37.6,00 13 15.85,+69 19 37.6,-1343358371387201866
00133+5150,ES  748,,1909,2021,359,359,10.5,10.0,8.05,12.2,+51   23,,,00 13 15.85,+51 49 58.8,00 13 15.85,+51 49 58.8,-4874778966698854704
00133+4636,ES 1194,,1902,2020,290,293,3.7,5.2,10.7,11.4,+45   28,,,00 13 22.22,+46 36 57.0,00 13 22.22,+46 36 57.0,-9113628391606126234
00133+4013,ES  152,,1892,2021,103,106,6.9,7.5,8.98,12.5,+39   27,,,00 13 18.96,+40 13 14.0,00 13 18.96,+40 13 14.0,2839178709250541163
00133+0610,OCC 867,,1992,1992,-1,-1,0.1,0.1,9.6,9.6,+05   14,,,00 13 20.71,+06 09 42.1,00 13 20.71,+06 09 42.1,-3119672094884349421
00133-1055,BRT2622,,1900,2016,53,55,4.0,3.8,11.6,12.9,-11   26,,,00 13 18.99,-10 54 31.3,00 13 18.99,-10 54 31.3,-8120121320370383642
00133-2037,B  1905,,1930,2016,110,110,3.1,3.1,7.51,12.0,-21   15,,,00 13 18.28,-20 37 07.7,00 13 18.28,-20 37 07.7,-6917129377690860974
00133-3242,TDS1347,,1991,1991,2,2,0.7,0.7,11.55,11.68,-33   46,X,,00 13 18.35,-32 41 38.6,00 13 18.35,-32 41 38.6,-8568738346185581702
00134+5716,STI1303,,1911,2015,210,211,12.0,11.3,11.95,12.6,,,,00 13 21.99,+57 15 56.5,00 13 21.99,+57 15 56.5,5594074757161971553
00134+5342,TDS1348,,1991,1991,34,34,0.6,0.6,11.31,11.42,,X,,00 13 21.31,+53 42 21.8,00 13 21.31,+53 42 21.8,-4995874288952578723
00134+3859,BRT2196,,1928,2020,0,358,5.1,5.2,10.97,11.4,,N,,00 13 23.17,+38 59 37.9,00 13 23.17,+38 59 37.9,-4495990640958618599
00134+3801,ES 2445,,1929,2016,78,80,8.9,9.0,11.1,11.3,,N,,00 13 26.42,+38 02 36.9,00 13 26.42,+38 02 36.9,6279864128948503804
00134+2659,STT   2,AB,1843,2021,42,154,0.6,0.5,6.77,7.67,+26   13,NO,,00 13 23.93,+26 59 15.4,00 13 23.93,+26 59 15.4,29324886830406294
00134+2659,STT   2,"AB,C",1828,2016,222,224,18.0,18.0,6.3,10.37,,NV,,00 13 23.93,+26 59 15.4,00 13 23.93,+26 59 15.4,7381588113607451617
00134+0604,CVR 308,,2000,2016,212,213,8.9,8.9,15.7,18.7,,V R,,00 13 25.22,+06 04 06.1,00 13 25.22,+06 04 06.1,450665644883540114
00134+0226,TDS   7,,1991,2016,27,37,1.5,1.7,11.24,11.92,+01   19,,,00 13 24.98,+02 26 18.9,00 13 24.98,+02 26 18.9,-989911175365498549
00134-2039,SKF2138,,1998,2016,93,94,3.0,3.1,17.6,18.1,,V,,00 13 24.10,-20 38 56.3,00 13 24.10,-20 38 56.3,-2658346174406257664
00134-2717,LDS2104,,1954,2015,347,339,68.0,75.3,15.5,20.8,,I,,00 13 19.20,-27 17 40.9,00 13 19.20,-27 17 40.9,-305269936183287809
00135+6247,STI  23,,1908,2015,153,152,12.4,12.7,12.1,12.7,,,,00 13 31.29,+62 47 12.3,00 13 31.29,+62 47 12.3,9097950620357942223
00135+6020,TDS1349,,1991,1991,110,110,1.1,1.1,11.73,12.02,,X,,00 13 31.66,+60 19 41.2,00 13 31.66,+60 19 41.2,-1619770311643943448
00135+5633,STI1304,,1911,2015,103,109,12.0,12.8,11.83,12.8,,,,00 13 26.89,+56 33 50.2,00 13 26.89,+56 33 50.2,7154758407705925943
00135+3808,CBL 566,,1998,2016,79,79,10.3,10.3,13.7,16.3,,V,,00 13 29.57,+38 07 30.9,00 13 29.57,+38 07 30.9,2769596131224031190
00135+0628,OCC 875,,1993,1993,-1,-1,0.1,0.1,9.6,9.6,+05   15,,,00 13 28.27,+06 27 33.8,00 13 28.27,+06 27 33.8,523957690951010095
00135+0508,CVR 309,,1998,2015,182,182,21.1,21.1,15.3,17.3,,V R,,00 13 29.64,+05 08 32.3,00 13 29.64,+05 08 32.3,-531609172559719201
00135-0009,HJ  618,,1827,2015,245,251,2.0,5.3,11.87,11.94,-00   17,NV,,00 13 28.39,-00 08 53.8,00 13 28.39,-00 08 53.8,2983737543784700246
00135-1155,KPP2679,,2015,2016,331,330,1.2,1.2,14.41,16.49,,T,,00 13 29.99,-11 54 39.1,00 13 29.99,-11 54 39.1,-224587434970070420
